userid,dept,date,total_hours_charged,direct_hours,non_direct_hours,overtime_hours,is_holiday
EMP047,Logistics,2023-01-05,7.04,4.66,2.38,0.0,False
EMP032,Maintenance,2023-01-05,6.47,5.35,1.12,0.0,False
EMP057,Logistics,2023-01-05,7.35,4.43,2.92,0.0,False
EMP049,Logistics,2023-01-05,6.11,4.89,1.22,0.0,False
EMP018,Logistics,2023-01-05,6.0,4.25,1.75,0.0,False
EMP031,Maintenance,2023-01-05,5.81,3.79,2.01,0.0,False
EMP033,Quality,2023-01-05,5.66,4.57,1.09,0.0,False
EMP062,Maintenance,2023-01-05,6.52,5.16,1.36,0.0,False
EMP054,Assembly,2023-01-05,8.44,5.25,1.74,1.44,False
EMP039,Quality,2023-01-05,6.54,4.83,1.71,0.0,False
EMP005,Quality,2023-01-05,6.75,5.38,1.37,0.0,False
EMP006,Quality,2023-01-05,5.81,5.01,0.8,0.0,False
EMP055,Logistics,2023-01-05,5.58,4.89,0.69,0.0,False
EMP021,Management,2023-01-05,7.87,4.24,2.37,1.25,False
EMP024,Assembly,2023-01-05,7.18,5.0,2.18,0.0,False
EMP004,Assembly,2023-01-05,6.25,5.36,0.88,0.0,False
EMP016,Assembly,2023-01-05,8.68,6.61,0.75,1.32,False
EMP063,Assembly,2023-01-05,7.25,4.49,1.14,1.63,False
EMP012,Assembly,2023-01-05,7.03,3.72,2.37,0.94,False
EMP042,Maintenance,2023-01-05,5.71,4.51,1.21,0.0,False
EMP046,Assembly,2023-01-06,8.19,4.35,2.83,1.0,False
EMP040,Assembly,2023-01-06,6.9,5.71,1.19,0.0,False
EMP058,Management,2023-01-06,6.16,4.54,1.63,0.0,False
EMP039,Maintenance,2023-01-06,6.9,3.63,2.42,0.84,False
EMP038,Quality,2023-01-06,6.63,3.78,2.52,0.33,False
EMP049,Management,2023-01-06,5.99,3.62,2.35,0.03,False
EMP015,Maintenance,2023-01-06,7.13,4.8,1.38,0.95,False
EMP009,Maintenance,2023-01-06,6.38,5.41,0.98,0.0,False
EMP051,Logistics,2023-01-06,7.91,5.0,1.43,1.5,False
EMP002,Management,2023-01-06,6.11,5.39,0.72,0.0,False
EMP052,Maintenance,2023-01-06,5.78,4.1,1.67,0.0,False
EMP025,Assembly,2023-01-06,6.11,4.9,1.21,0.0,False
EMP059,Logistics,2023-01-06,7.75,5.03,1.27,1.44,False
EMP011,Quality,2023-01-06,7.64,6.15,1.1,0.38,False
EMP016,Quality,2023-01-06,7.04,5.71,1.32,0.0,False
EMP050,Assembly,2023-01-06,6.07,4.41,1.67,0.0,False
EMP057,Management,2023-01-06,7.31,5.21,1.34,0.76,False
EMP036,Logistics,2023-01-06,6.14,4.97,1.17,0.0,False
EMP034,Assembly,2023-01-06,6.87,4.57,2.3,0.0,False
EMP045,Management,2023-01-06,6.07,5.0,1.08,0.0,False
EMP001,Maintenance,2023-01-06,6.57,3.99,2.58,0.0,False
EMP018,Logistics,2023-01-06,6.33,4.53,1.53,0.28,False
EMP035,Maintenance,2023-01-06,6.84,5.89,0.95,0.0,False
EMP008,Assembly,2023-01-06,6.78,5.49,1.29,0.0,False
EMP017,Management,2023-01-06,6.02,5.27,0.74,0.02,False
EMP012,Maintenance,2023-01-06,5.67,3.58,2.09,0.0,False
EMP065,Assembly,2023-01-06,7.3,4.94,2.36,0.0,False
EMP030,Management,2023-01-06,7.9,5.56,1.09,1.26,False
EMP003,Quality,2023-01-06,7.68,5.26,0.67,1.75,False
EMP013,Management,2023-01-06,7.62,3.98,1.92,1.71,False
EMP023,Management,2023-01-06,5.6,4.41,1.2,0.0,False
EMP019,Maintenance,2023-01-06,6.56,4.2,1.73,0.63,False
EMP041,Management,2023-01-06,6.78,5.77,1.01,0.0,False
EMP054,Management,2023-01-06,7.87,5.49,1.4,0.98,False
EMP007,Quality,2023-01-06,6.04,3.48,2.13,0.42,False
EMP044,Logistics,2023-01-06,7.04,4.12,2.42,0.5,False
EMP029,Assembly,2023-01-06,7.11,5.52,1.59,0.0,False
EMP028,Management,2023-01-06,7.34,4.8,2.54,0.0,False
EMP010,Logistics,2023-01-06,5.62,3.76,1.86,0.0,False
EMP063,Maintenance,2023-01-06,8.7,5.8,1.51,1.4,False
EMP020,Assembly,2023-01-06,6.8,4.17,1.61,1.02,False
EMP005,Maintenance,2023-01-06,6.27,4.96,0.9,0.4,False
EMP067,Logistics,2023-01-06,7.54,5.03,1.33,1.18,False
EMP026,Maintenance,2023-01-06,6.8,4.54,2.25,0.0,False
EMP037,Management,2023-01-06,5.85,3.85,2.0,0.0,False
EMP064,Maintenance,2023-01-06,6.27,4.24,1.89,0.14,False
EMP066,Maintenance,2023-01-06,6.33,5.31,1.02,0.0,False
EMP024,Logistics,2023-01-06,6.13,5.14,0.98,0.0,False
EMP043,Management,2023-01-06,5.71,4.95,0.76,0.0,False
EMP062,Assembly,2023-01-06,7.27,5.49,1.78,0.0,False
EMP021,Assembly,2023-01-07,7.47,5.08,1.57,0.82,False
EMP064,Maintenance,2023-01-07,6.53,5.73,0.8,0.0,False
EMP058,Maintenance,2023-01-07,5.86,4.69,1.17,0.0,False
EMP045,Maintenance,2023-01-07,6.73,5.19,1.54,0.0,False
EMP029,Quality,2023-01-07,6.79,5.06,1.73,0.0,False
EMP068,Quality,2023-01-07,7.8,5.7,1.2,0.9,False
EMP054,Management,2023-01-07,7.07,5.28,1.79,0.0,False
EMP053,Management,2023-01-07,5.57,4.0,1.56,0.0,False
EMP022,Assembly,2023-01-07,7.3,5.96,1.34,0.0,False
EMP048,Maintenance,2023-01-07,8.18,3.85,2.54,1.79,False
EMP027,Assembly,2023-01-07,6.15,5.39,0.76,0.0,False
EMP001,Quality,2023-01-07,5.59,3.65,1.94,0.0,False
EMP063,Assembly,2023-01-07,5.61,4.05,1.56,0.0,False
EMP046,Management,2023-01-07,6.26,3.92,2.34,0.0,False
EMP044,Management,2023-01-07,6.44,4.36,2.08,0.0,False
EMP057,Management,2023-01-07,6.2,4.32,1.88,0.0,False
EMP007,Maintenance,2023-01-07,7.11,5.15,1.96,0.0,False
EMP028,Logistics,2023-01-07,6.25,3.82,2.43,0.0,False
EMP055,Maintenance,2023-01-07,7.18,4.92,2.25,0.0,False
EMP047,Maintenance,2023-01-07,6.12,5.38,0.74,0.0,False
EMP023,Quality,2023-01-07,7.22,4.44,2.78,0.0,False
EMP010,Management,2023-01-07,6.78,5.23,1.29,0.26,False
EMP026,Assembly,2023-01-07,6.26,4.66,1.6,0.0,False
EMP043,Assembly,2023-01-07,8.11,5.36,1.75,0.99,False
EMP060,Maintenance,2023-01-07,7.36,5.02,2.34,0.0,False
EMP040,Management,2023-01-07,5.84,3.92,1.89,0.04,False
EMP014,Maintenance,2023-01-07,6.71,4.17,1.52,1.03,False
EMP070,Management,2023-01-07,7.74,4.99,1.9,0.85,False
EMP011,Quality,2023-01-07,6.48,4.72,1.76,0.0,False
EMP062,Assembly,2023-01-07,6.5,5.8,0.7,0.0,False
EMP008,Management,2023-01-07,5.9,4.78,1.11,0.0,False
EMP069,Logistics,2023-01-07,7.09,6.15,0.95,0.0,False
EMP005,Assembly,2023-01-07,6.07,3.66,2.41,0.0,False
EMP034,Logistics,2023-01-07,5.59,3.58,2.01,0.0,False
EMP036,Logistics,2023-01-07,6.7,4.83,1.87,0.0,False
EMP035,Quality,2023-01-07,7.58,4.53,1.48,1.57,False
EMP019,Quality,2023-01-07,6.84,5.37,1.46,0.0,False
EMP049,Maintenance,2023-01-07,6.06,5.14,0.92,0.0,False
EMP059,Management,2023-01-07,7.04,5.33,1.71,0.0,False
EMP042,Management,2023-01-07,6.81,4.93,1.88,0.0,False
EMP003,Management,2023-01-07,5.98,4.66,1.32,0.0,False
EMP051,Logistics,2023-01-07,5.61,4.5,1.11,0.0,False
EMP017,Quality,2023-01-07,6.38,4.65,1.73,0.0,False
EMP030,Management,2023-01-07,6.67,5.89,0.78,0.0,False
EMP066,Logistics,2023-01-07,7.12,4.75,0.86,1.51,False
EMP016,Logistics,2023-01-07,6.46,5.35,0.72,0.4,False
EMP037,Management,2023-01-07,6.36,5.03,1.32,0.0,False
EMP067,Quality,2023-01-07,6.88,4.78,2.1,0.0,False
EMP032,Maintenance,2023-01-07,6.39,3.43,2.18,0.78,False
EMP065,Logistics,2023-01-07,6.91,5.79,1.12,0.0,False
EMP057,Management,2023-01-08,6.77,5.89,0.88,0.0,False
EMP022,Assembly,2023-01-08,6.86,4.16,2.7,0.0,False
EMP042,Logistics,2023-01-08,5.78,4.95,0.7,0.13,False
EMP069,Maintenance,2023-01-08,7.81,5.96,0.79,1.06,False
EMP002,Quality,2023-01-08,6.38,5.58,0.79,0.0,False
EMP045,Logistics,2023-01-08,6.5,5.47,1.03,0.0,False
EMP064,Quality,2023-01-08,5.62,4.55,1.07,0.0,False
EMP068,Assembly,2023-01-08,7.19,4.39,2.81,0.0,False
EMP061,Logistics,2023-01-08,6.93,5.39,1.54,0.0,False
EMP010,Quality,2023-01-08,7.81,6.15,1.02,0.63,False
EMP011,Management,2023-01-08,7.08,5.1,1.99,0.0,False
EMP023,Maintenance,2023-01-08,6.9,4.98,1.92,0.0,False
EMP050,Management,2023-01-08,6.77,5.28,1.49,0.0,False
EMP017,Logistics,2023-01-08,7.65,4.65,2.22,0.79,False
EMP005,Maintenance,2023-01-08,5.91,5.28,0.63,0.0,False
EMP030,Maintenance,2023-01-08,7.57,5.22,1.14,1.21,False
EMP035,Logistics,2023-01-08,6.95,5.76,1.18,0.01,False
EMP036,Quality,2023-01-08,6.18,5.07,1.11,0.0,False
EMP067,Quality,2023-01-08,6.99,4.84,2.15,0.0,False
EMP014,Maintenance,2023-01-08,6.52,4.77,1.11,0.64,False
EMP029,Assembly,2023-01-08,7.77,5.07,0.96,1.75,False
EMP066,Logistics,2023-01-08,6.31,5.42,0.89,0.0,False
EMP063,Management,2023-01-08,6.96,4.62,2.34,0.0,False
EMP009,Maintenance,2023-01-08,7.3,5.99,1.31,0.0,False
EMP031,Management,2023-01-08,5.69,3.78,1.9,0.0,False
EMP008,Assembly,2023-01-08,7.36,4.98,1.73,0.65,False
EMP049,Assembly,2023-01-08,7.69,5.86,0.75,1.08,False
EMP039,Management,2023-01-08,6.07,4.42,1.66,0.0,False
EMP003,Logistics,2023-01-08,7.0,4.79,2.21,0.0,False
EMP028,Assembly,2023-01-08,5.59,4.54,1.06,0.0,False
EMP019,Maintenance,2023-01-08,5.56,4.93,0.63,0.0,False
EMP021,Assembly,2023-01-08,8.43,5.55,1.6,1.28,False
EMP034,Quality,2023-01-08,7.35,4.53,2.82,0.0,False
EMP070,Assembly,2023-01-08,8.0,5.07,1.12,1.81,False
EMP006,Assembly,2023-01-08,6.76,4.37,2.39,0.0,False
EMP044,Logistics,2023-01-08,6.07,4.65,1.43,0.0,False
EMP059,Management,2023-01-08,5.74,4.77,0.91,0.06,False
EMP052,Assembly,2023-01-08,6.82,4.79,2.02,0.0,False
EMP013,Quality,2023-01-08,6.66,5.48,1.18,0.0,False
EMP020,Management,2023-01-08,6.66,5.83,0.83,0.0,False
EMP032,Maintenance,2023-01-08,7.12,6.16,0.96,0.0,False
EMP015,Maintenance,2023-01-08,6.79,5.09,1.7,0.0,False
EMP037,Maintenance,2023-01-08,6.54,4.74,1.8,0.0,False
EMP041,Management,2023-01-08,7.07,4.56,2.5,0.0,False
EMP012,Management,2023-01-08,7.12,4.62,2.5,0.0,False
EMP004,Assembly,2023-01-08,7.01,4.92,0.63,1.46,False
EMP046,Management,2023-01-08,6.72,4.52,2.2,0.0,False
EMP062,Management,2023-01-08,6.83,4.23,2.59,0.0,False
EMP033,Assembly,2023-01-08,6.39,4.49,1.9,0.0,False
EMP051,Logistics,2023-01-08,7.11,5.75,1.36,0.0,False
EMP022,Assembly,2023-01-09,6.7,5.49,1.21,0.0,False
EMP031,Quality,2023-01-09,6.11,5.35,0.76,0.0,False
